;user;username;text;ts;key
1579;Caenraenos;Caenraenos;Hi, I will be in later, working from home on migration issues for now.;1467010641.000002;1467010641U035AASB8
1580;Myke;Myke;Hi, as spoken and arranged with Ramon, I'll be taking a day off today (Monday) to take care of my personal stuff that has been put on hold for a while. I've forgotten to put up this notice until now. See you guys tomorrow. ;1466980340.000002;1466980340U0MGNKETU
1581;Galeris;Galeris;Wie mit Fisher abgesprochen bin ich heute im HO um die migration fertigzustellen;1466747918.0000038;1466747918U036SKV77
1582;Eliar;Eliar;Hi all, <@U035J4RG4> and I are at Google in Zurich tomorrow for the Google Analytics certificate.;1466713310.0000026;1466713310U0A8NPHRD
1583;Overton;Overton;I forgot to mention in the daily that I have to leave a bit early today (at around 4 o’clock) because I’m receiving a delivery. But I will continue working from home and you can reach me trough slack.;1466670647.000002;1466670647U0PSDKXHR
1584;Myke;Myke;I'll be coming in a bit later today... Need to catch some rest.;1466645088.000002;1466645088U0MGNKETU
1585;Darnor;Darnor;I'll be 5min late for the Daily. I will work on the ACME ZEK upload today. ;1466578439.00001;1466578439U1D7Q9J8M
1586;Balaemar;Balaemar;I feel worse than yesterday. So I will stay in HO today and give my best to go through my tasks.;1466574920.000009;1466574920U035FRUCY
1587;Myke;Myke;Hi, I’ll be coming in around 11am+. Been working till 4am and I need to catch some sleep, still a long day ahead.;1466560782.000008;1466560782U0MGNKETU
1588;Joragni;Joragni;"Today is my scheduled day off. See you again on Thursday. (The only reason I'm writing this entry at this time of day is that I just got home from ""bowling night"", which, by the way, was a lot of fun)";1466547860.000007;1466547860U0K4J0613
1589;Balaemar;Balaemar;After my wife and kids I will sick too. So I will stay in HO today. I just checked with Mario and James. I will finishe ACME-Credit- and begin with ACME-Lease-Request-Forms. Please no interrupts from others than ACME-Team;1466495581.000006;1466495581U035FRUCY
1590;Braddock;Braddock;I’m doing home office today. You can reach me by Slack or email.;1466491839.000005;1466491839U0CNKFT0A
1591;Drevyn;Drevyn;I'm going to Widnau for a SpeedyApp Meeting. In the afternoon I'm available via slack or phone.;1466488906.0000038;1466488906U035B8PRU
1592;Balaemar;Balaemar;I will be late tomorrow. One of my kids is ill and i have to stay at home till my wife is back. So i will be in office till 11am;1466424927.0000026;1466424927U035FRUCY
1593;Eliar;Eliar;Hi all, <@U035J4RG4> and I aren’t in the office today and tomorrow. We’re in Zurich for a Google training.;1466399870.000002;1466399870U0A8NPHRD
1594;Valik;Valik;I forgot to say in Daily, that I also have to leave earlier today, at 3:30 as I`m expecting a delivery and be at home. I will still be available.;1466149074.000009;1466149074U0PSJ4GGH
1595;Myke;Myke;Hi, Fishere problem like yesterday, will be a bit late. ;1466142272.000008;1466142272U0MGNKETU
1596;Myke;Myke;Hi all, will be about 10 min late. Missed the train by 2 mins due to some tram rail reconstruction work.;1466054321.000007;1466054321U0MGNKETU
1597;Gaelralis;Gaelralis;today is my scheduled day HO.;1465976183.000006;1465976183U0HLAK1T6
1598;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1465966290.000005;1465966290U0K4J0613
1599;Balaemar;Balaemar;tomorow i will leave earlier - at 3:15pm for an insurance appointment;1465818534.0000038;1465818534U035FRUCY
1600;Torerne;Torerne;Hi all, I am on holidays until the 27th of June. Have a good time.;1465766261.0000026;1465766261U035FRZHY
1601;Valik;Valik;Hi Team! I will be in the home office on Monday (concentrate on Shopishop issue) and will be in the office on tuesday morning and on Friday. (AND on wednesday planned day off because of my exam).;1465671722.000002;1465671722U0PSJ4GGH
1602;Myke;Myke;HO today too as planned. Working on the Layout+Brick;1465540310.000032;1465540310U0MGNKETU
1603;Styrund;Styrund;Hi Team, i’m in the HomeOffice this morning cause we have an appointment at the «GeburtsHaus» at 10, i will be off from 9.15, because Jaine is two days over the calculated birthday so we’ll have to go for a check if everything is as it should.;1465539968.000031;1465539968U036U40UC
1604;Balaemar;Balaemar;As mentioned yesterday, I am in home office and working on ACME new request forms.;1465535586.00003;1465535586U035FRUCY
1605;Baegar;Baegar;I will not be reachable tomorrow and on monday. see you on tuesday.;1465488501.000026;1465488501U035J4RG4
1606;Overton;Overton;I'm not in the office tomorrow because I got a day off for studying. And next week I'm only in the office on friday because of my exams.;1465486755.000025;1465486755U0PSDKXHR
1607;Myke;Myke;Fishere here, HO tomorrow (in case Celestia needs me here). Just have the task planned, which I can focus on some independent work on Layout+Brick.;1465483966.000024;1465483966U0MGNKETU
1608;Balaemar;Balaemar;provisional announcement for HO tomorrow. It makes no sence to be in office when no other ACME member is there. my tasks will be new ACME request forms.;1465479933.0000231;1465479933U035FRUCY
1609;Bernareon;Bernareon;As mentioned yesterday, I am in home office and working on ruper :slightly_smiling_face:;1465455373.0000222;1465455373U035G74QE
1610;Vaerys;Vaerys;As mentioned yesterday, I am in home office and working on validating forms in SpeedyApp;1465455297.000021;1465455297U0PLNK7EK
1611;Myke;Myke;Hi team, last minute notice... bad luck that I've lost my phone on the train (now somewhere in Germany) and I shall visit Swisscom tomorrow for blocking and replacing a new one. Can't do that online (weird). I'll be coming in around noon tomorrow.;1465413750.00002;1465413750U0MGNKETU
1612;Bernareon;Bernareon;Hi Team, will do home office tomorrow morning because I'm expecting a delivery. Will be here before/after lunch.;1465399170.0000188;1465399170U035G74QE
1613;Eliar;Eliar;Hi. Because of a doctor’s appointment, I will arrive later in the office tomorrow (about 9.30 am);1465399096.000018;1465399096U0A8NPHRD
1614;Vaerys;Vaerys;Hi everyone, I will be working from home tomorrow and concentrating on validation in forms in SpeedyApp;1465398936.000017;1465398936U0PLNK7EK
1615;Galeris;Galeris;Congrats Fisher :smile: - i’ll be in homeoffice today concentrating on Webinizer;1465364510.000016;1465364510U036SKV77
1616;Caenraenos;Caenraenos;Hey everyone, I am on holidays / parental leave for the next two weeks. ;1465363057.000015;1465363057U035AASB8
1617;Gaelralis;Gaelralis;Today is my scheduled HO day. See you on thursday. ;1465362613.000014;1465362613U0HLAK1T6
1618;Torerne;Torerne;nalah, solo and I are on our way to the SpeedyCorp offices for the first SpeedyApp training and therefore not in the office today and tomorrow.;1465362489.000013;1465362489U035FRZHY
1619;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1465361832.000012;1465361832U0K4J0613
1620;Galeris;Galeris;as posted yesterday I’m in homeoffice concentrating on Webinizer;1465282504.000011;1465282504U036SKV77
1621;Bernareon;Bernareon;Hi Team, working on SpeedyApp today. More specific: calendar performance issues :slightly_smiling_face:;1465282275.00001;1465282275U035G74QE
1622;Caenraenos;Caenraenos;Hi everyone! My home office tasks are a subset of: job candidates, hoba migration, SpeedyApp live deployment improvements, and FE stuff. Will sort out priorities with the relevant parties.;1465282226.000009;1465282226U035AASB8
1623;Overton;Overton;I won't be in the office today because I'm suffering from stomach flu.;1465277058.000008;1465277058U0PSDKXHR
1624;Galeris;Galeris;I’ll also be in homeoffice tomorrow so I can concentrate on Webinizer;1465224108.000007;1465224108U036SKV77
1625;Bernareon;Bernareon;Hi Team. Will be doing home office tomorrow morning. Will come to the office in the afternoon if my presence is required.;1465223432.000006;1465223432U035G74QE
1626;Braddock;Braddock;Cycling to the office goes not as fast as usual today. I might be a couple of minutes late for the SpeedyApp daily. ;1465194938.000005;1465194938U0CNKFT0A
1627;Eliar;Eliar;Good morning. I'm in Brugg this morning for a meeting with NAB.;1465188559.0000038;1465188559U0A8NPHRD
1628;Olmomir;Olmomir;This week: 7,8,9 (June) I will be in Italy attending an award ceremony in Como therefor I won’t be fully available. In case anything urgent comes up I will be available at any time through my phone(s): +382 69 660 777 or +39 388 101 5232;1465164757.000002;1465164757U0CN3AKDL
1629;Drevyn;Drevyn;I will be in the office around 2.;1464937052.000021;1464937052U035B8PRU
1630;Myke;Myke;Morning. In HO today so I can focus on many implementation details of Bank now JS library. ;1464935104.00002;1464935104U0MGNKETU
1631;Balaemar;Balaemar;"Good morning. As announced yesterday, i will be in HO today.
My focus is on ACME New Request Forms.
Nice day to all of you.";1464933402.0000188;1464933402U035FRUCY
1632;Eliar;Eliar;Good morning. I will be in HO today. Due to physiotherapy and an appointment with the doctor, I will be the most part offline in the morning.;1464931150.000018;1464931150U0A8NPHRD
1633;Myke;Myke;I’ll be doing HO tomorrow (Friday);1464886669.000017;1464886669U0MGNKETU
1634;Balaemar;Balaemar;i will be in HO tomorrow;1464885573.000016;1464885573U035FRUCY
1635;Gaelralis;Gaelralis;Hi everyone, today i will work HO. ;1464847577.000015;1464847577U0HLAK1T6
1636;Darnor;Darnor;<@U1D7Q9J8M|Darnor> has joined the channel;1464773383.000014;1464773383U1D7Q9J8M
1637;Myke;Myke;<@U0MGNKETU|hpotter> uploaded a file: <https://acmeinc.slack.com/files/hpotter/F1D71AR0A/slack_for_ios_upload.jpg|Slack for iOS Upload>;1464764183.000013;1464764183U0MGNKETU
1638;Myke;Myke;I'll be in late for about 15 min. Partial cancellation of the train today and I had to take another train.;1464764182.000012;1464764182U0MGNKETU
1639;Eliar;Eliar;I’m in Olten this morning for a MailChimp training with MoonInc;1464759381.000011;1464759381U0A8NPHRD
1640;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1464757087.00001;1464757087U0K4J0613
1641;Caenraenos;Caenraenos;"Good Morning! Today’s tasks: 
- Piwik on AWS for PE frontend
- SpeedyApp Frontend on AWS";1464674382.000009;1464674382U035AASB8
1642;Eliar;Eliar;Hi Team, <@U035B8PRU> and I will be in Zurich tomorrow morning for a meeting with MoonInc.;1464637503.000008;1464637503U0A8NPHRD
1643;Bernareon;Bernareon;Hi Team, will work from home tomorrow.;1464635695.000007;1464635695U035G74QE
1644;Eliar;Eliar;Due to physiotherapy I’m offline for about 2 hours;1464611719.000006;1464611719U0A8NPHRD
1645;Myke;Myke;Morning. The train was delayed at both arrival and departure at Zurich. Going to be about 30 mins late. ;1464590847.000005;1464590847U0MGNKETU
1646;Myke;Myke;<@U0MGNKETU|hpotter> uploaded a file: <https://acmeinc.slack.com/files/hpotter/F1CL3352S/slack_for_ios_upload.png|Slack for iOS Upload>;1464590846.0000038;1464590846U0MGNKETU
1647;Baegar;Baegar;Ciaaooo;1464590600.0000026;1464590600U035J4RG4
1648;Eliar;Eliar;Good morning. As discussed with R2D2, I will do home office today. See you tomorrow.;1464585675.000002;1464585675U0A8NPHRD
1649;Baegar;Baegar;<@U0PLNK7EK>: Fisher, Raphi, bril, laguna, leia and me are here for sure :wink:;1464331259.000047;1464331259U035J4RG4
1650;Vaerys;Vaerys;Also, is everyone doing home office today? :stuck_out_tongue: ;1464329514.000046;1464329514U0PLNK7EK
1651;Vaerys;Vaerys;Good morning all, the train's stopped somewhere near Wallisellen so I am not sure when I will reach office ;1464329486.0000448;1464329486U0PLNK7EK
1652;Myke;Myke;Good morning! As spoken heater with Ramon, I'll be doing HO today. Be focusing on finishing the calculator library.;1464328335.0000439;1464328335U0MGNKETU
1653;Eliar;Eliar;Good morning. As mentioned yesterday I will do Home Office today.;1464326816.000043;1464326816U0A8NPHRD
1654;Bernareon;Bernareon;Hey Team, will be working from home tomorrow to concentrate on SpeedyApp.;1464291867.000042;1464291867U035G74QE
1655;Gaelralis;Gaelralis;i will be absent in the afternoon (going to hofstetten early).;1464250399.000041;1464250399U0HLAK1T6
1656;Valik;Valik;Hey Team! I will change my working-days on  Wednesday, 1.June  with Tuesday, 21.June as I`d like to do some last preparations  for my first exam on Thursday.  I hope it is fine for all :slightly_smiling_face:;1464217058.00004;1464217058U0PSJ4GGH
1657;Torerne;Torerne;<@U035B8PRU>: and I are in Amsterdam until Friday for The Next Web Conference and a SV11 Meeting.;1464158141.000039;1464158141U035FRZHY
1658;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday;1464157048.0000381;1464157048U0K4J0613
1659;Eliar;Eliar;Hey all, to recover my knee I will do home office tomorrow. I will be back in the office on Thursday;1464118640.000037;1464118640U0A8NPHRD
1660;Braddock;Braddock;I will do home office tomorrow. Main tasks: 1) document the output of the test cases from the integration tests to enable the people at SpeedyCorp to verify the good results in SAP. 2) Refactor vat/tax processor due to changed specs. ;1464110166.000036;1464110166U0CNKFT0A
1661;Eliar;Eliar;<@U035S12PS>: <@U035B8PRU> and I are in Brugg today for a meeting with NAB. We will be back in the afternoon.;1464067670.000035;1464067670U0A8NPHRD
1662;Caenraenos;Caenraenos;In home office today as usual Tuesdays. Tasks: recommendation letters, saydo docs, migration;1464065963.000033;1464065963U035AASB8
1663;Olmomir;Olmomir;Next week 25,26,27 I won’t be online because I will be attending The Next Web conference in Amsterdam. If something urgent comes up I will be available through my phone: +382 69 660 777;1463766280.000032;1463766280U0CN3AKDL
1664;Bernareon;Bernareon;Hey all, will do home office today. There is still a lot to be done on SpeedyApp and I need to be able to focus.;1463722101.000031;1463722101U035G74QE
1665;Vaerys;Vaerys;Would still be at home tomorrow, fever’s only gotten worse :neutral_face:;1463693007.00003;1463693007U0PLNK7EK
1666;Myke;Myke;"I will be doing HO tomorrow (Friday, 20 May)… I will continue my work on reverse-engineering the credit/leasing calculator and move them into common JS library; and implement part of the request forms template.";1463676403.0000286;1463676403U0MGNKETU
1667;Torerne;Torerne;Tomorrow I will only be in the office from  1 - 3 pm. (In the morning I work from home and after 3pm I am attending a meeting).;1463659317.000028;1463659317U035FRZHY
1668;Vaerys;Vaerys;<!channel>: I will be at home today. Not feeling well at all - fever and sore throat. Better not to spread around the germs. :slightly_smiling_face: I will try to keep working on SpeedyApp depending on the severity of the headache. ;1463635526.000027;1463635526U0PLNK7EK
1669;Jaereron;Jaereron;I will change my home office day at the 24.5 to the 27.5 if this is ok for everybody;1463582014.000026;1463582014U035G5WMS
1670;Gaelralis;Gaelralis;i will be soon away (to attend the ergon shareholders meeting).;1463575574.000025;1463575574U0HLAK1T6
