;user;class;text;ts;key
1533;Valik;8;Hi team!;1468753530.000002;1468753530U0PSJ4GGH
1533;Valik;3;I`m working HO tomorrow;1468753530.000002;1468753530U0PSJ4GGH
1533;Valik;8;as discussed with Manuela).;1468753530.000002;1468753530U0PSJ4GGH
1533;Valik;8;I`ll prepare Blogposts for DI Blog.;1468753530.000002;1468753530U0PSJ4GGH
1533;Valik;8;Have a great start!;1468753530.000002;1468753530U0PSJ4GGH
1534;Balaemar;3;I am in HO today again workig on BN defects;1468562958.000049;1468562958U035FRUCY
1535;Myke;8;As planned;1468507877.0000482;1468507877U0MGNKETU
1535;Myke;2;I’ll be having my day off tomorrow.;1468507877.0000482;1468507877U0MGNKETU
1536;Balaemar;3;I’ll be again in HO tomorrow working on BN defects;1468507794.000047;1468507794U035FRUCY
1537;Myke;3;HO today working on updating all JavaScript from Notch some other clean up;1468476657.000046;1468476657U0MGNKETU
1538;Balaemar;8;As announced yesterday;1468475805.0000448;1468475805U035FRUCY
1538;Balaemar;3;I am now in the HO working on BN defects.;1468475805.0000448;1468475805U035FRUCY
1538;Balaemar;8;Because of the final celebrations in kindergarten of my daughter I'll off at 5:00pm.;1468475805.0000448;1468475805U035FRUCY
1538;Balaemar;8;Wish you all a nice day.;1468475805.0000448;1468475805U035FRUCY
1539;Balaemar;3;I’ll doing HO tomorrow too.;1468424233.0000439;1468424233U035FRUCY
1539;Balaemar;1;And I will be off at 5pm.;1468424233.0000439;1468424233U035FRUCY
1540;Myke;3;I’ll doing HO tomorrow;1468424091.000043;1468424091U0MGNKETU
1540;Myke;8;just discussed some pending tasks we have;1468424091.000043;1468424091U0MGNKETU
1540;Myke;8;we can work independently for tomorrow.;1468424091.000043;1468424091U0MGNKETU
1541;Baegar;3;Tomorrow I will be in the home office;1468422112.000042;1468422112U035J4RG4
1541;Baegar;6;in the afternoon I'm going to meet WSA in Dietlikon.;1468422112.000042;1468422112U035J4RG4
1541;Baegar;8;You can reach me on slack via e-mail phone.;1468422112.000042;1468422112U035J4RG4
1542;Caenraenos;1;Offline a bit sooner to pick David up at the airport.;1468416213.00004;1468416213U035AASB8
1542;Caenraenos;8;i.e.;1468416213.00004;1468416213U035AASB8
1542;Caenraenos;1;at 15:30;1468416213.00004;1468416213U035AASB8
1543;Myke;1;Missed my train by 1 min;1468389414.000039;1468389414U0MGNKETU
1543;Myke;1;taking the 730 train.;1468389414.000039;1468389414U0MGNKETU
1543;Myke;1;Will be ~10min late;1468389414.000039;1468389414U0MGNKETU
1544;Joragni;2;Today is my scheduled day off.;1468387271.0000381;1468387271U0K4J0613
1544;Joragni;7;See you again on Thursday.;1468387271.0000381;1468387271U0K4J0613
1545;Darnor;1;Im running 15' late.;1468305958.000037;1468305958U1D7Q9J8M
1545;Darnor;1;Will be in the office at 09:15;1468305958.000037;1468305958U1D7Q9J8M
1546;Valik;2;I have a day off because of my exams.;1468303206.000036;1468303206U0PSJ4GGH
1546;Valik;7;Will be in the office tomorrow.;1468303206.000036;1468303206U0PSJ4GGH
1547;Torerne;7;Rahul Rodrigo I are still in Montenegro today - back in the office tomorrow.;1468214201.000034;1468214201U035FRZHY
1548;Drevyn;6;I'm in Paris today for dtouch.;1468212567.000033;1468212567U035B8PRU
1548;Drevyn;7;See you tomorrow.;1468212567.000033;1468212567U035B8PRU
1549;Braddock;1;I might not make it in time for the Rupert 8:45 meeting.;1467957954.000032;1467957954U0CNKFT0A
1550;Myke;2;I’m having a day off tomorrow;1467930368.000031;1467930368U0MGNKETU
1550;Myke;8;as discussed with Ramon Mario before.;1467930368.000031;1467930368U0MGNKETU
1551;Galeris;3;as discussed with Caenraenos i’ll be in the homeoffice this afternoon so I can concentrate on refactoring;1467888976.00003;1467888976U036SKV77
1552;Myke;8;Same here so I can focus on some fixes;1467827652.0000286;1467827652U0MGNKETU
1553;Darnor;3;In HO tomorrow so whole BN Team in HO;1467826740.000028;1467826740U1D7Q9J8M
1554;Balaemar;8;As announced in the daily;1467790306.000027;1467790306U035FRUCY
1554;Balaemar;3;I will be in HO tomorrow.;1467790306.000027;1467790306U035FRUCY
1555;Myke;1;Hi I'm running late today;1467786634.000026;1467786634U0MGNKETU
1555;Myke;1;taking the 8 o'clock train.;1467786634.000026;1467786634U0MGNKETU
1555;Myke;1;Will be later in the office.;1467786634.000026;1467786634U0MGNKETU
1556;Gaelralis;8;Hi Guys.;1467781938.000025;1467781938U0HLAK1T6
1556;Gaelralis;8;As announced I have some master thesis / prethesis presentation to attend in lucerne.;1467781938.000025;1467781938U0HLAK1T6
1557;Joragni;2;Today is my scheduled day off.;1467781023.000024;1467781023U0K4J0613
1557;Joragni;7;See you again on Thursday.;1467781023.000024;1467781023U0K4J0613
1558;Baegar;3;Tomorrow i will be working in the home office.;1467736684.0000231;1467736684U035J4RG4
1558;Baegar;8;Reachable over e-mail slack phone business);1467736684.0000231;1467736684U035J4RG4
1559;Darnor;1;I need to pick up a delivery today between 16:00 17:00.;1467716140.0000222;1467716140U1D7Q9J8M
1559;Darnor;1;Will be off during this time available from 17:00 again.;1467716140.0000222;1467716140U1D7Q9J8M
1560;Overton;3;Will be working from home again on medinside.;1467699405.000021;1467699405U0PSDKXHR
1561;Vaerys;8;As mentioned to the Rupert team yesterday;1467696631.00002;1467696631U0PLNK7EK
1561;Vaerys;3;I will be working from home today;1467696631.00002;1467696631U0PLNK7EK
1561;Vaerys;8;concentrating on various improvements to the notifications.;1467696631.00002;1467696631U0PLNK7EK
1562;Gaelralis;8;i mixed up the dates for exams at the HSLU;1467665229.0000188;1467665229U0HLAK1T6
1562;Gaelralis;6;will be Wednesday in Horw the whole day.;1467665229.0000188;1467665229U0HLAK1T6
1562;Gaelralis;2;On Friday I will be in my study.;1467665229.0000188;1467665229U0HLAK1T6
1563;Galeris;4;Got a doctors appointment tomorrow morning from 8:15~9:00 - so might be in a bit later than usual;1467642095.000018;1467642095U036SKV77
1564;Valik;8;Hi all!;1467640936.000017;1467640936U0PSJ4GGH
1564;Valik;8;We have changed our working days with Fabio: Fabio will work on Wednesday for me;1467640936.000017;1467640936U0PSJ4GGH
1564;Valik;7;I will be working on Thursday.;1467640936.000017;1467640936U0PSJ4GGH
1565;Overton;3;I'm working from home today;1467611253.000016;1467611253U0PSDKXHR
1565;Overton;8;continue my work on medinside.;1467611253.000016;1467611253U0PSDKXHR
1566;Eliar;4;Hi Due to the start of the BANK-now mio-credit campaign tomorrow at 7 a.m. an appointment with the doctor knee check) I will arrive a bit later in the office.;1467569471.000015;1467569471U0A8NPHRD
1567;Myke;8;Hi another long night for me.;1467340390.000014;1467340390U0MGNKETU
1567;Myke;1;I'll come in late in case of anything major;1467340390.000014;1467340390U0MGNKETU
1567;Myke;3;I'll do support from home today.;1467340390.000014;1467340390U0MGNKETU
1567;Myke;8;Need to get some rest.;1467340390.000014;1467340390U0MGNKETU
1568;Baegar;8;oops thank you;1467271382.000013;1467271382U035J4RG4
1569;Bernareon;8;wrong channel?;1467271363.000012;1467271363U035G74QE
1570;Baegar;8;what say the logs?;1467271357.000011;1467271357U035J4RG4
1571;Baegar;8;because Fisheres thought that it will be solved with the ausweis issue yes.;1467271349.00001;1467271349U035J4RG4
1571;Baegar;8;isn’t it?;1467271349.00001;1467271349U035J4RG4
1572;Balaemar;8;<@U035J4RG4>: why is Defect ID : 11137 assigned to me?;1467271290.000009;1467271290U035FRUCY
1572;Balaemar;8;is this solved with the ausweis issue?;1467271290.000009;1467271290U035FRUCY
1573;Myke;1;Hi I'll be late in the office got in home late missed the train this morning;1467268121.000008;1467268121U0MGNKETU
1574;Baegar;3;"<@U035FRUCY>:  <@U0MGNKETU> <@U1D7Q9J8M> 
Hi everybody
Tomorrow afternoon I will be in the home office";1467211503.000007;1467211503U035J4RG4
1574;Baegar;3;"only be available 
   - per e-mail phone call until 15:30
   - per Slack until 16:45";1467211503.000007;1467211503U035J4RG4
1575;Vaerys;1;<@U035G5WMS> me will be 5-10m late;1467180542.000006;1467180542U0PLNK7EK
1575;Vaerys;1;train has technical issues.;1467180542.000006;1467180542U0PLNK7EK
1575;Vaerys;1;Will get there by 8:55.;1467180542.000006;1467180542U0PLNK7EK
1576;Joragni;2;Today is my scheduled day off.;1467175141.000005;1467175141U0K4J0613
1576;Joragni;7;See you again on Thursday.;1467175141.000005;1467175141U0K4J0613
1577;Vaerys;8;Hi forgot to mention this in the daily today;1467098719.0000038;1467098719U0PLNK7EK
1577;Vaerys;1;as mentioned to the Rupert team yesterday evening I will be off for about 2-3 hours post lunch to pick up some parcels;1467098719.0000038;1467098719U0PLNK7EK
1577;Vaerys;8;collect some documents;1467098719.0000038;1467098719U0PLNK7EK
1577;Vaerys;8;then mail them.;1467098719.0000038;1467098719U0PLNK7EK
1577;Vaerys;3;Will resume work after that in the evening.;1467098719.0000038;1467098719U0PLNK7EK
1578;Galeris;3;Hi as arranged with Torerne i’ll be in the home office to concentrate on posting engine tasks today;1467093234.0000026;1467093234U036SKV77
1579;Caenraenos;1;Hi I will be in later;1467010641.000002;1467010641U035AASB8
1579;Caenraenos;8;working from home on migration issues for now.;1467010641.000002;1467010641U035AASB8
1580;Myke;8;Hi as spoken arranged with Ramon;1466980340.000002;1466980340U0MGNKETU
1580;Myke;2;I'll be taking a day off today;1466980340.000002;1466980340U0MGNKETU
1580;Myke;8;Monday) to take care of my personal stuff that has been put on hold for a while.;1466980340.000002;1466980340U0MGNKETU
1580;Myke;8;I've forgotten to put up this notice until now.;1466980340.000002;1466980340U0MGNKETU
1580;Myke;7;See you guys tomorrow.;1466980340.000002;1466980340U0MGNKETU
1581;Galeris;3;Wie mit Sam abgesprochen bin ich heute im HO um die migration fertigzustellen;1466747918.0000038;1466747918U036SKV77
1582;Eliar;6;Hi all <@U035J4RG4> I are at Google in Zurich tomorrow for the Google Analytics certificate.;1466713310.0000026;1466713310U0A8NPHRD
1583;Overton;1;I forgot to mention in the daily that I have to leave a bit early today;1466670647.000002;1466670647U0PSDKXHR
1583;Overton;1;at around 4 o’clock) because I’m receiving a delivery.;1466670647.000002;1466670647U0PSDKXHR
1583;Overton;3;But I will continue working from home;1466670647.000002;1466670647U0PSDKXHR
1583;Overton;8;you can reach me trough slack.;1466670647.000002;1466670647U0PSDKXHR
1584;Myke;1;I'll be coming in a bit later today...;1466645088.000002;1466645088U0MGNKETU
1584;Myke;8;Need to catch some rest.;1466645088.000002;1466645088U0MGNKETU
1585;Darnor;1;I'll be 5min late for the Daily.;1466578439.00001;1466578439U1D7Q9J8M
1585;Darnor;8;I will work on the BN ZEK upload today.;1466578439.00001;1466578439U1D7Q9J8M
1586;Balaemar;5;I feel worse than yesterday.;1466574920.000009;1466574920U035FRUCY
1586;Balaemar;3;So I will stay in HO today;1466574920.000009;1466574920U035FRUCY
1586;Balaemar;8;give my best to go through my tasks.;1466574920.000009;1466574920U035FRUCY
1587;Myke;1;Hi I’ll be coming in around 11am+.;1466560782.000008;1466560782U0MGNKETU
1587;Myke;1;Been working till 4am;1466560782.000008;1466560782U0MGNKETU
1587;Myke;1;I need to catch some sleep still a long day ahead.;1466560782.000008;1466560782U0MGNKETU
1588;Joragni;2;Today is my scheduled day off.;1466547860.000007;1466547860U0K4J0613
1588;Joragni;7;See you again on Thursday.;1466547860.000007;1466547860U0K4J0613
1588;Joragni;8;"(The only reason I'm writing this entry at this time of day is that I just got home from ""bowling night"" which by the way was a lot of fun)";1466547860.000007;1466547860U0K4J0613
1589;Balaemar;5;After my wife kids I will sick too.;1466495581.000006;1466495581U035FRUCY
1589;Balaemar;3;So I will stay in HO today.;1466495581.000006;1466495581U035FRUCY
1589;Balaemar;8;I just checked with Mario James.;1466495581.000006;1466495581U035FRUCY
1589;Balaemar;8;I will finishe BN-Credit- begin with BN-Lease-Request-Forms.;1466495581.000006;1466495581U035FRUCY
1589;Balaemar;8;Please no interrupts from others than BN-Team;1466495581.000006;1466495581U035FRUCY
1590;Braddock;3;I’m doing home office today.;1466491839.000005;1466491839U0CNKFT0A
1590;Braddock;8;You can reach me by Slack email.;1466491839.000005;1466491839U0CNKFT0A
1591;Drevyn;6;I'm going to Widnau for a Rupert Meeting.;1466488906.0000038;1466488906U035B8PRU
1591;Drevyn;8;In the afternoon I'm available via slack phone.;1466488906.0000038;1466488906U035B8PRU
1592;Balaemar;1;I will be late tomorrow.;1466424927.0000026;1466424927U035FRUCY
1592;Balaemar;5;One of my kids is ill;1466424927.0000026;1466424927U035FRUCY
1592;Balaemar;5;i have to stay at home till my wife is back.;1466424927.0000026;1466424927U035FRUCY
1592;Balaemar;1;So i will be in office till 11am;1466424927.0000026;1466424927U035FRUCY
1593;Eliar;6;Hi all <@U035J4RG4> I aren’t in the office today tomorrow.;1466399870.000002;1466399870U0A8NPHRD
1593;Eliar;6;We’re in Zurich for a Google training.;1466399870.000002;1466399870U0A8NPHRD
1594;Valik;8;I forgot to say in Daily;1466149074.000009;1466149074U0PSJ4GGH
1594;Valik;1;that I also have to leave earlier today;1466149074.000009;1466149074U0PSJ4GGH
1594;Valik;1;at 3:30 as I`m expecting a delivery;1466149074.000009;1466149074U0PSJ4GGH
1594;Valik;1;be at home.;1466149074.000009;1466149074U0PSJ4GGH
1594;Valik;3;I will still be available.;1466149074.000009;1466149074U0PSJ4GGH
1595;Myke;1;Hi Caenraenose problem like yesterday will be a bit late.;1466142272.000008;1466142272U0MGNKETU
1596;Myke;1;Hi all will be about 10 min late.;1466054321.000007;1466054321U0MGNKETU
1596;Myke;1;Missed the train by 2 mins due to some tram rail reconstruction work.;1466054321.000007;1466054321U0MGNKETU
1597;Gaelralis;3;today is my scheduled day HO.;1465976183.000006;1465976183U0HLAK1T6
1598;Joragni;2;Today is my scheduled day off.;1465966290.000005;1465966290U0K4J0613
1598;Joragni;7;See you again on Thursday.;1465966290.000005;1465966290U0K4J0613
1599;Balaemar;1;tomorow i will leave earlier - at 3:15pm for an insurance appointment;1465818534.0000038;1465818534U035FRUCY
1600;Torerne;2;Hi all I am on holidays until the 27th of June.;1465766261.0000026;1465766261U035FRZHY
1600;Torerne;8;Have a good time.;1465766261.0000026;1465766261U035FRZHY
1601;Valik;8;Hi Team!;1465671722.000002;1465671722U0PSJ4GGH
1601;Valik;3;I will be in the home office on Monday concentrate on AMAG issue) will be in the office on tuesday morning on Friday.;1465671722.000002;1465671722U0PSJ4GGH
1601;Valik;8;(AND on wednesday planned day off because of my exam).;1465671722.000002;1465671722U0PSJ4GGH
1602;Myke;3;HO today too as planned.;1465540310.000032;1465540310U0MGNKETU
1602;Myke;8;Working on the Layout+Brick;1465540310.000032;1465540310U0MGNKETU
1603;Styrund;3;Hi Team i’m in the HomeOffice this morning cause we have an appointment at the «GeburtsHaus» at 10;1465539968.000031;1465539968U036U40UC
1603;Styrund;1;i will be off from 9.15;1465539968.000031;1465539968U036U40UC
1603;Styrund;8;because Jana is two days over the calculated birthday so we’ll have to go for a check if everything is as it should.;1465539968.000031;1465539968U036U40UC
1604;Balaemar;8;As mentioned yesterday;1465535586.00003;1465535586U035FRUCY
1604;Balaemar;3;I am in home office;1465535586.00003;1465535586U035FRUCY
1604;Balaemar;8;working on BN new request forms.;1465535586.00003;1465535586U035FRUCY
1605;Baegar;2;I will not be reachable tomorrow on monday.;1465488501.000026;1465488501U035J4RG4
1605;Baegar;7;see you on tuesday.;1465488501.000026;1465488501U035J4RG4
1606;Overton;2;I'm not in the office tomorrow because I got a day off for studying.;1465486755.000025;1465486755U0PSDKXHR
1606;Overton;7;And next week I'm only in the office on friday because of my exams.;1465486755.000025;1465486755U0PSDKXHR
1607;Myke;3;Same here HO tomorrow in case Chris needs me here).;1465483966.000024;1465483966U0MGNKETU
1607;Myke;8;Just have the task planned;1465483966.000024;1465483966U0MGNKETU
1607;Myke;8;which I can focus on some independent work on Layout+Brick.;1465483966.000024;1465483966U0MGNKETU
1608;Balaemar;3;provisional announcement for HO tomorrow.;1465479933.0000231;1465479933U035FRUCY
1608;Balaemar;8;It makes no sence to be in office when no other BN member is there.;1465479933.0000231;1465479933U035FRUCY
1608;Balaemar;8;my tasks will be new BN request forms.;1465479933.0000231;1465479933U035FRUCY
1609;Bernareon;8;As mentioned yesterday;1465455373.0000222;1465455373U035G74QE
1609;Bernareon;3;I am in home office;1465455373.0000222;1465455373U035G74QE
1609;Bernareon;8;working on ruper :slightly_smiling_face:;1465455373.0000222;1465455373U035G74QE
1610;Vaerys;8;As mentioned yesterday;1465455297.000021;1465455297U0PLNK7EK
1610;Vaerys;3;I am in home office;1465455297.000021;1465455297U0PLNK7EK
1610;Vaerys;8;working on validating forms in rupert;1465455297.000021;1465455297U0PLNK7EK
1611;Myke;1;Hi team last minute notice... bad luck that I've lost my phone on the train now somewhere in Germany) I shall visit Swisscom tomorrow for blocking;1465413750.00002;1465413750U0MGNKETU
1611;Myke;8;replacing a new one.;1465413750.00002;1465413750U0MGNKETU
1611;Myke;8;Can't do that online weird).;1465413750.00002;1465413750U0MGNKETU
1611;Myke;1;I'll be coming in around noon tomorrow.;1465413750.00002;1465413750U0MGNKETU
1612;Bernareon;3;Hi Team will do home office tomorrow morning because I'm expecting a delivery.;1465399170.0000188;1465399170U035G74QE
